titre_poste,entreprise,ville_normalized,region,type_contrat_normalized,modalite_travail,is_remote,is_hybrid,niveau_etudes_normalized,experience_requise,experience_years_min,experience_years_max,langue,secteur_activite,sous_secteur,fonction,soft_skills,tech_stack,tech_count,soft_skills_count,nbr_postes,date_limite,date_annee,job_id,is_agile_driven,has_corp_perks,is_remote_friendly
Ingénieurs Développeurs C#(H/F),Oceane Consulting It Maroc,Rabat,Rabat-Salé-Kénitra,CDI,Télétravail,1,0,Bac+5,Intermédiaire (3 à 5 ans),3,5,,Informatique / Electronique- Secteur Informatique,,,Ambition | Analyse | Autonomie | Esprit d'analyse | Implication | Recherche de nouveauté | Réflexion | Travail en équipe,Agile | Azure | Devops | SQL Server | Scrum | Sql,6,8,3.0,21/08/2019,2019,0A79344248,True,False,False
Project Engineer,Flowserve Jorf,Jorf,,CDI,Télétravail,1,0,Bac+5,Intermédiaire (3 à 5 ans),3,5,Anglais,Gestion projet / Etudes / R&D- Production / Qualité / Sécurité / Maintenance- Secteur Autres Industries,,,Ambition | Autonomie | Communication | Gestion de projet | Organisation | Recherche de nouveauté,,0,6,1.0,24/08/2019,2019,BA2C90E231,False,False,False
Data Report Analyst,Foundever Ex Sitel Group,Casablanca,Casablanca-Settat,CDI,Télétravail,1,0,Bac,Junior (1 à 3 ans),1,3,Français,Centre d'appels (métiers de)- Secteur Centre d'appels,,,Analyse | Flexibilité | Planification,Excel | Oracle | Sql,3,3,1.0,21/08/2019,2019,A3F4C3DBB0,False,False,False
Superviseur Applicatif,Atos,Casablanca,Casablanca-Settat,CDI,Télétravail,1,0,Bac,Junior (1 à 3 ans),1,3,,Informatique / Electronique- Secteur Informatique,,,Ambition | Analyse | Autonomie | Gestion du stress | Implication | Organisation | Recherche de nouveauté | Réflexion | Stress,Jira,1,9,1.0,21/08/2019,2019,403E514B53,False,False,False
Ingénieur Développement Monétique,Hps Maroc,Casablanca,Casablanca-Settat,CDI,Télétravail,1,0,Bac+5,Junior (1 à 3 ans),1,3,,Informatique / Electronique- Secteur Informatique,,,Ambition | Autonomie | Implication | Recherche de nouveauté | Réflexion,Java | Linux | Oracle | Spring | Sql,5,5,3.0,21/08/2019,2019,F1DE1A1028,False,False,False
Stagiaire en comptabilité,Sofrecom Maroc,Rabat,Rabat-Salé-Kénitra,Stage,Télétravail,1,0,Bac,Débutant (-1 an),1,1,,Informatique,Internet / Multimédia,Internet / Multimédia,Ambition | Analyse | Autonomie | Implication | Organisation | Recherche de nouveauté | Rigueur | Réflexion | Écoute,,0,9,1.0,21/08/2019,2019,D64F09DEAB,False,False,False
Référent technique Dot Net (H/F),Capgemini,Casablanca,Casablanca-Settat,CDI,Télétravail,1,0,Bac+5,Confirmé (5 à 10 ans),5,10,,Informatique / Electronique- Internet / Multimédia- Secteur Informatique,,,Ambition | Autonomie | Implication | Recherche de nouveauté | Réflexion,Agile | Jenkins | Vba,3,5,2.0,21/08/2019,2019,407F43C989,True,False,False
Responsable Informatique,Manpower Agences,Casablanca,Casablanca-Settat,CDI,Télétravail,1,0,Bac+5,Confirmé (5 à 10 ans),5,10,,Automobile / Motos / Cycles,Informatique / Electronique,Informatique / Electronique,Ambition | Autonomie | Implication | Organisation | Recherche de nouveauté | Rigueur | Réflexion,Sap,1,7,1.0,21/08/2019,2019,E367FFA3ED,False,False,False
Développeur Web PHP,Tnc The Next Clic,Fès,Fès-Meknès,CDI,Télétravail,1,0,Bac,Junior (1 à 3 ans),1,3,,Informatique / Electronique- Internet / Multimédia- Secteur Informatique,,,Ambition | Autonomie | Créativité | Implication | Pragmatisme | Recherche de nouveauté | Rigueur | Réflexion,Javascript | Mysql | Php,3,8,1.0,21/08/2019,2019,438D139876,False,False,False
Stagiaire Intégration/Test,Atos,Casablanca,Casablanca-Settat,Stage,Télétravail,1,0,Bac+5,Débutant (-1 an),1,1,,Informatique,Informatique / Electronique,Informatique / Electronique,Ambition | Analyse | Autonomie | Implication | Organisation | Recherche de nouveauté | Rigueur | Réflexion,,0,8,3.0,21/08/2019,2019,4CEFD07BE3,False,False,False
Ingénieur Commercial,Delattre Levivier Maroc,Casablanca,Casablanca-Settat,CDI,Télétravail,1,0,Bac+5,Intermédiaire (3 à 5 ans),3,5,Anglais,Commercial / Vente / Export- Secteur Electro-mécanique / Mécanique,,,Ambition | Analyse | Autonomie | Communication | Implication | Négociation | Organisation | Persuasion | Recherche de nouveauté | Écoute,,0,10,1.0,21/08/2019,2019,13223A4C14,False,False,False
Digital Account Manager (H/F),Tnc The Next Clic,Casablanca,Casablanca-Settat,CDI,Télétravail,1,0,Bac+5,Junior (1 à 3 ans),1,3,,Agence pub / Marketing Direct,Marketing,Marketing,Ambition | Analyse | Collaboration | Communication | Flexibilité | Management | Négociation | Organisation | Recherche de nouveauté | Relation client,,0,10,1.0,21/08/2019,2019,932616FAA0,False,False,False
Coach Agile (Freelance)(H/F),Tnc The Next Clic,Casablanca,Casablanca-Settat,Freelance,Télétravail,1,0,Bac+5,Confirmé (5 à 10 ans),5,10,,Informatique / Electronique- Internet / Multimédia- Secteur Informatique,,,Ambition | Autonomie | Implication | Organisation | Planification | Recherche de nouveauté | Réflexion,Agile | Scrum,2,7,1.0,21/08/2019,2019,A9FF7DC35A,True,False,False
Ingénieur Sécurité (H/F),Tnc The Next Clic,Casablanca,Casablanca-Settat,Freelance,Télétravail,1,0,Bac+5,Intermédiaire (3 à 5 ans),3,5,,Informatique / Electronique- Internet / Multimédia- Secteur Informatique,,,Ambition | Analyse | Autonomie | Communication | Gestion de projet | Implication | Recherche de nouveauté | Réflexion,Firewall,1,8,1.0,21/08/2019,2019,1F9E12BDAF,False,False,False
Développeur Oracle PL/SQL (H/F),Tnc The Next Clic,Casablanca,Casablanca-Settat,Freelance,Télétravail,1,0,Bac+5,Junior (1 à 3 ans),1,3,,Import / Export / Négoce,Informatique / Electronique,Informatique / Electronique,Ambition | Analyse | Autonomie | Communication | Implication | Recherche de nouveauté | Réflexion,Oracle | PL/SQL | Sql,3,7,1.0,21/08/2019,2019,2CC6C42739,False,False,False
Ingénieur Réseau et Télécom,Tnc The Next Clic,Casablanca,Casablanca-Settat,Freelance,Télétravail,1,0,Bac+5,Confirmé (5 à 10 ans),5,10,,Informatique,Télécom / Réseaux,Télécom / Réseaux,Ambition | Autonomie | Communication | Implication | Recherche de nouveauté | Réflexion,,0,6,1.0,21/08/2019,2019,8F44598E41,False,False,False
Développeur Web PHP,Tnc The Next Clic,Casablanca,Casablanca-Settat,Freelance,Télétravail,1,0,Bac,Junior (1 à 3 ans),1,3,,Informatique / Electronique- Internet / Multimédia- Secteur Informatique,,,Ambition | Autonomie | Créativité | Implication | Pragmatisme | Recherche de nouveauté | Rigueur | Réflexion,Javascript | Mysql | Php,3,8,1.0,21/08/2019,2019,D68B667E90,False,False,False
Ingénieur DevOps (H/F),Tnc The Next Clic,Casablanca,Casablanca-Settat,Freelance,Télétravail,1,0,Bac,Intermédiaire (3 à 5 ans),3,5,,Informatique / Electronique- Internet / Multimédia- Secteur Informatique,,,Ambition | Analyse | Autonomie | Implication | Management | Organisation | Recherche de nouveauté | Rigueur | Réflexion,Ansible | Apache | Devops | Docker | Git | Jenkins | Kubernetes | Nginx | Scrum,9,9,1.0,21/08/2019,2019,5D922EC898,True,False,False
Développeur C/C++ (H/F),Tnc The Next Clic,Casablanca,Casablanca-Settat,Freelance,Télétravail,1,0,Bac+5,Intermédiaire (3 à 5 ans),3,5,Français | Anglais,Informatique / Electronique- Internet / Multimédia- Secteur Informatique,,,Ambition | Analyse | Autonomie | Implication | Recherche de nouveauté | Rigoureux | Réflexion,Agile,1,7,1.0,21/08/2019,2019,6243E46DF6,True,False,False
Développeur Mobile (H/F),Tnc The Next Clic,Casablanca,Casablanca-Settat,Freelance,Télétravail,1,0,Bac+5,Junior (1 à 3 ans),1,3,,Informatique / Electronique- Internet / Multimédia- Secteur Informatique,,,Ambition | Autonomie | Créativité | Implication | Organisation | Pragmatisme | Recherche de nouveauté | Rigueur | Réflexion | Travail en équipe,Api | Rest,2,10,1.0,21/08/2019,2019,E5E96545DD,False,False,True
Développeur JAVA J2EE (H/F),Tnc The Next Clic,Casablanca,Casablanca-Settat,Freelance,Télétravail,1,0,Bac+5,Intermédiaire (3 à 5 ans),3,5,,Informatique / Electronique- Internet / Multimédia- Secteur Informatique,,,Ambition | Analyse | Autonomie | Implication | Recherche de nouveauté | Réflexion,Devops | Java | PL/SQL | Spring | Sql,5,6,1.0,21/08/2019,2019,FB822A8447,True,False,False
Développeur Front End (ReactJS) (H/F),Tnc The Next Clic,Casablanca,Casablanca-Settat,Freelance,Télétravail,1,0,Bac,Junior (1 à 3 ans),1,3,,Informatique,Informatique / Electronique,Informatique / Electronique,Ambition | Autonomie | Esprit d'équipe | Implication | Recherche de nouveauté | Réflexion,Javascript | Node.js | React,3,6,1.0,21/08/2019,2019,47BD0EDA03,False,False,False
QA Engineer Confirmé (H/F),Deloitte Extended Services,Casablanca,Casablanca-Settat,CDI,Télétravail,1,0,Bac+5,Intermédiaire (3 à 5 ans),3,5,Anglais,Comptabilité / Audit,Informatique / Electronique,Informatique / Electronique,Ambition | Analyse | Autonomie | Collaboration | Communication | Curiosité | Implication | Organisé | Recherche de nouveauté | Rigoureux | Rigueur | Réflexion,Agile | Azure | Devops | Git | Jenkins | Jira | Linux | Python | Rest | Scrum | Soap | Sql,12,12,4.0,24/08/2019,2019,70CB68F981,True,False,False
Consultant Junior / Confirmé BI et Data Visualisation H/F,Deloitte Extended Services,Casablanca,Casablanca-Settat,CDI,Télétravail,1,0,Bac+5,Débutant (-1 an),1,1,Anglais,Comptabilité / Audit,Informatique / Electronique,Informatique / Electronique,Ambition | Autonomie | Communication | Implication | Proactif | Recherche de nouveauté | Réflexion | Sens du détail,Agile | Data Science | Etl | Excel | Salesforce,5,8,2.0,24/08/2019,2019,D00032A3D4,True,False,False
Consultant Senior – Data Management (MDM),Deloitte Extended Services,Casablanca,Casablanca-Settat,CDI,Télétravail,1,0,Bac+5,Confirmé (5 à 10 ans),5,10,Anglais,Comptabilité / Audit,Informatique / Electronique,Informatique / Electronique,Ambition | Autonomie | Collaboration | Communication | Implication | Management | Proactif | Recherche de nouveauté | Réflexion | Sens du détail,Data Science | Etl | Excel,3,10,1.0,24/08/2019,2019,37B5957004,False,False,False
Développeur Angular/J2EE junior,Welink,Rabat,Rabat-Salé-Kénitra,CDI,Télétravail,1,0,Bac+5,Junior (1 à 3 ans),1,3,Français | Anglais,Informatique / Electronique- Secteur Informatique,,,Ambition | Analyse | Autonomie | Implication | Organisation | Recherche de nouveauté | Rigueur | Réflexion,Angular | Java | Linux | Mysql | Node.js | Oracle | Rest | SQL Server | Soap | Sql,10,8,1.0,20/08/2019,2019,DC67856075,False,False,False
"Ingénieur Réseau, Sécurité & Télecom Sénior (H/F)",Oceane Consulting It Maroc,Casablanca,Casablanca-Settat,CDI,Télétravail,1,0,Bac+5,Confirmé (5 à 10 ans),5,10,,Informatique,Informatique / Electronique,Informatique / Electronique,Ambition | Autonomie | Implication | Recherche de nouveauté | Réflexion,Firewall | Pentest | Siem,3,5,1.0,20/08/2019,2019,8878CD24AB,False,False,False
Développeur JAVA Fullstack,Sofrecom Maroc,Casablanca,Casablanca-Settat,CDI,Télétravail,1,0,Bac+5,Intermédiaire (3 à 5 ans),3,5,Anglais,Informatique / Electronique- Internet / Multimédia- Secteur Informatique,,,Ambition | Autonomie | Implication | Recherche de nouveauté | Réflexion,Apache | Api | Confluence | Devops | Git | Java | Jira | Linux | Microservices | Rest | Soap | Spring,12,5,1.0,20/08/2019,2019,D0F41312AD,True,False,False
Administrateur Système et Base de Données (Oracle),Welink,Rabat,Rabat-Salé-Kénitra,CDI,Télétravail,1,0,Bac+5,Intermédiaire (3 à 5 ans),3,5,,Informatique / Electronique- Secteur Informatique,,,Ambition | Autonomie | Implication | Organisation | Recherche de nouveauté | Réflexion,Linux | Oracle | PL/SQL | Sql,4,6,1.0,20/08/2019,2019,31706CDFE8,False,False,False
Responsable Qualification Business Intelligence (Microsoft),Sofrecom Maroc,Casablanca,Casablanca-Settat,CDI,Télétravail,1,0,Bac+5,Confirmé (5 à 10 ans),5,10,,Informatique / Electronique- Internet / Multimédia- Secteur Informatique,,,Ambition | Autonomie | Communication | Implication | Recherche de nouveauté | Réflexion | Écoute,Agile | SQL Server | Sql | Ssas | Ssis | Ssrs,6,7,1.0,20/08/2019,2019,E733221AF7,True,False,False
Ingénieur Méthodes & Industrialisation F/H - Aéronautique - Nouaceur,Structural Aerospace Morocco Aviagroup Nouaceur,Casablanca,Casablanca-Settat,CDI,Télétravail,1,0,Bac+5,Junior (1 à 3 ans),1,3,Français | Anglais,Méthodes / Process / Industrialisation- Gestion projet / Etudes / R&D- Secteur Aéronautique / Spatial,,,Ambition | Analyse | Autonomie | Communication | Gestion de projet | Organisation | Recherche de nouveauté | Rigoureux | Écoute,,0,9,1.0,20/08/2019,2019,5AB0CCE871,False,False,False
SCRUM Master - Freelance,Welink,Casablanca,Casablanca-Settat,Freelance,Télétravail,1,0,Bac+5,Confirmé (5 à 10 ans),5,10,,Informatique / Electronique- Internet / Multimédia- Secteur Informatique,,,Ambition | Autonomie | Curiosité | Curiosité intellectuelle | Gestion de projet | Implication | Organisation | Recherche de nouveauté | Rigueur | Réflexion,Agile | Scrum,2,10,1.0,20/08/2019,2019,B3D1B0E2FA,True,False,False
Leader Technique Confirmé JAVA (H/F),Cgi Technologies Et Solutions Maroc,Fès,Fès-Meknès,CDI,Télétravail,1,0,Bac+5,Confirmé (5 à 10 ans),5,10,Français,Informatique / Electronique- Internet / Multimédia- Secteur Informatique,,,Ambition | Autonomie | Communication | Implication | Organisé | Recherche de nouveauté | Rigoureux | Réflexion,Java,1,8,2.0,20/08/2019,2019,2D3C70AB57,False,False,False
Consultant IT Junior ( Risk Advisory) (H/F),Deloitte Extended Services,Casablanca,Casablanca-Settat,CDI,Télétravail,1,0,Bac+5,Débutant (-1 an),1,1,Anglais,Audit / Conseil- Informatique / Electronique- Secteur Conseil / Etudes,,,Ambition | Analyse | Autonomie | Flexibilité | Implication | Organisation | Recherche de nouveauté | Rigoureux | Réflexion,,0,9,4.0,20/08/2019,2019,B1EA281583,False,False,False
Téchnicien électrique,Crit,Salé,Rabat-Salé-Kénitra,CDI,Télétravail,1,0,Bac,Junior (1 à 3 ans),1,3,,Electricité,Electricité,Electricité,Organisation | Réflexion,,0,2,1.0,20/08/2019,2019,8E53938447,False,False,False
Ingénieur Développement Full Stack (Junior),Teamdev,Marrakech,Marrakech-Safi,CDI,Télétravail,1,0,Bac+5,Débutant (-1 an),1,1,Français | Anglais,Informatique / Electronique- Internet / Multimédia- Secteur Informatique,,,Ambition | Autonomie | Implication | Recherche de nouveauté | Réflexion,Sql,1,5,1.0,20/08/2019,2019,8675263CBA,False,False,False
Leader en Planification: Recrutement de 50 Agents ( Salaire NET + Primes Déplafonnées + CDI ),De 50 Agents Salaire Net Primes Deplafonnees Cdi Recrutement Impact Call Center,Casablanca,Casablanca-Settat,CDI,Télétravail,1,0,Bac,Débutant (-1 an),1,1,Français,Centre d'appels (métiers de)- Secteur Centre d'appels,,,Flexibilité | Planification | Écoute,,0,3,20.0,20/08/2019,2019,5F34D71244,False,False,False
Consultant Java HYBRIS,Atos Nearshore,Casablanca,Casablanca-Settat,CDI,Télétravail,1,0,Bac+5,Intermédiaire (3 à 5 ans),3,5,,Internet / Multimédia- Informatique / Electronique- Secteur Informatique,,,Ambition | Autonomie | Communication | Implication | Recherche de nouveauté | Rigueur | Réflexion,Java | Sap,2,7,2.0,20/08/2019,2019,EF4017C012,False,False,False
Consultant CRM,Atos Nearshore,Casablanca,Casablanca-Settat,CDI,Télétravail,1,0,Bac+5,Intermédiaire (3 à 5 ans),3,5,Anglais,Informatique / Electronique- Internet / Multimédia- Secteur Informatique,,,Ambition | Analyse | Autonomie | Communication | Implication | Recherche de nouveauté | Réflexion,,0,7,4.0,20/08/2019,2019,7F4DB41010,False,False,False
Agent Service Desk,Capgemini,Casablanca,Casablanca-Settat,CDI,Télétravail,1,0,Bac,Junior (1 à 3 ans),1,3,Français,Informatique / Electronique- Secteur Informatique,,,Ambition | Autonomie | Communication | Implication | Recherche de nouveauté | Rigoureux | Réflexion | Stress,Excel,1,8,10.0,20/08/2019,2019,C3F1D8E9E6,False,False,False
Ingénieur Assurance Qualité Logiciel (H/F),Safran Engineering Services Maroc Rabat,Rabat,Rabat-Salé-Kénitra,CDI,Télétravail,1,0,Bac+5,Junior (1 à 3 ans),1,3,Français | Anglais,Production / Qualité / Sécurité / Maintenance- Informatique / Electronique- Secteur Aéronautique / Spatial,,,Ambition | Analyse | Autonomie | Communication | Implication | Organisation | Recherche de nouveauté | Rigueur | Réflexion | Résolution de problèmes | Stress | Écoute,,0,12,1.0,20/08/2019,2019,E54C502603,False,False,False
Consultant MS BI (H/F),Capgemini,Casablanca,Casablanca-Settat,CDI,Télétravail,1,0,Bac+5,Intermédiaire (3 à 5 ans),3,5,,Informatique / Electronique- Secteur Informatique,,,Ambition | Autonomie | Implication | Recherche de nouveauté | Réflexion,Dax | SQL Server | Sql | Ssas | Ssis | Ssrs,6,5,20.0,20/08/2019,2019,53FE7B2FC6,False,False,False
Ingénieur Business Intelligence,Adias,Casablanca,Casablanca-Settat,CDI,Télétravail,1,0,Bac+5,Junior (1 à 3 ans),1,3,Français,Informatique / Electronique- Internet / Multimédia- Secteur Informatique,,,Ambition | Analyse | Autonomie | Implication | Organisation | Recherche de nouveauté | Rigueur | Réflexion,Agile | Etl | Qlik,3,8,5.0,20/08/2019,2019,1A7F49FBFC,True,False,False
Consultant Testing Confirmé et Senior Anglophone - Salé,Dxc Cdg Sale,Rabat,Rabat-Salé-Kénitra,CDI,Télétravail,1,0,Bac,Intermédiaire (3 à 5 ans),3,5,Français | Anglais,Informatique / Electronique- Internet / Multimédia- Secteur Informatique,,,Ambition | Analyse | Autonomie | Implication | Recherche de nouveauté | Réflexion | Travail en équipe,,0,7,4.0,20/08/2019,2019,16BCFA3A59,False,False,False
Stagiaires PHP,Atos,Casablanca,Casablanca-Settat,Stage,Télétravail,1,0,Bac+5,Débutant (-1 an),1,1,,Informatique / Electronique- Internet / Multimédia- Secteur Informatique,,,Ambition | Autonomie | Implication | Recherche de nouveauté | Réflexion,Php,1,5,4.0,20/08/2019,2019,BBD4A462B3,False,False,False
Ingénieur Test Performance (H/F),Aria Tech,Casablanca,Casablanca-Settat,CDI,Télétravail,1,0,Bac+5,Junior (1 à 3 ans),1,3,,Informatique / Electronique- Internet / Multimédia- Secteur Informatique,,,Ambition | Analyse | Autonomie | Implication | Recherche de nouveauté | Réflexion | Stress,,0,7,3.0,20/08/2019,2019,4D01D03C86,False,False,False
Consultant Data Scientist,Midstep,Casablanca,Casablanca-Settat,CDI,Télétravail,1,0,Bac+5,Confirmé (5 à 10 ans),5,10,,Gestion projet / Etudes / R&D- Informatique / Electronique- Secteur Informatique,,,Ambition | Analyse | Autonomie | Communication | Curiosité | Curiosité intellectuelle | Implication | Organisation | Proactivité | Recherche de nouveauté,Big Data | Data Science | Hadoop | Machine Learning | Python | R | Sql,7,10,1.0,20/08/2019,2019,8F5110207C,False,False,False
Technicien Maintenance,Stellantis,Kénitra,Rabat-Salé-Kénitra,CDI,Télétravail,1,0,Bac,Confirmé (5 à 10 ans),5,10,,Automobile / Motos / Cycles,Production / Qualité / Sécurité / Maintenance,Production / Qualité / Sécurité / Maintenance,Communication | Fiabilité | Leadership | Organisation,,0,4,5.0,19/08/2019,2019,D3F1E634F4,False,False,False
